institution_id,name,category,region_id,region_name,city,postcode,founded_year
538,St Mary's Infant School,Primary School,7,Greater London,Camden,NW25 1AJ,2015
539,Brookfield Catholic Primary School,Primary School,8,South East England,Brighton,BN50 9YN,1906
540,St Peter's Junior School,Primary School,7,Greater London,Hackney,E59 9ZW,1954
541,St John's Community Primary School,Primary School,2,North West England,Chester,CH94 3HA,1937
542,Fairfield Primary School,Primary School,3,Yorkshire and the Humber,Sheffield,S82 5XZ,1976
543,Garden Primary School,Primary School,7,Greater London,London,SW89 2ST,1892
544,Eastfield Church School,Primary School,2,North West England,Blackpool,FY27 1NS,1919
545,Town End Community Primary School,Primary School,3,Yorkshire and the Humber,Doncaster,DN91 7NG,1971
546,Southfield Infant School,Primary School,7,Greater London,Ealing,W55 2EB,1960
547,Highfield Infant School,Primary School,7,Greater London,Croydon,CR80 5DQ,1992
548,Greenview Church School,Primary School,10,Scotland,Glasgow,G84 3EF,1987
549,St Thomas' Junior School,Primary School,9,South West England,Bristol,BS2 9YY,1960
550,Highfield C of E Primary School,Primary School,8,South East England,Canterbury,CT85 4UQ,1990
551,Elm Catholic Primary School,Primary School,3,Yorkshire and the Humber,Doncaster,DN2 3WU,1893
552,Park Community Primary School,Primary School,10,Scotland,Glasgow,G36 1WJ,1964
553,Cedar Community Primary School,Primary School,6,East of England,Peterborough,PE59 8YT,1900
554,Bridgewater Primary School,Primary School,7,Greater London,Ealing,W52 7BX,1906
555,Valley Junior School,Primary School,6,East of England,Cambridge,CB72 4TP,2010
556,Meadow Church School,Primary School,2,North West England,Manchester,M72 8QT,1964
557,Lakeside Community Primary School,Primary School,7,Greater London,Hackney,E44 6NX,1880
558,St Peter's C of E Primary School,Primary School,6,East of England,Luton,LU59 9FU,1995
559,Ashwood Church School,Primary School,7,Greater London,Westminster,SW23 3FE,2010
560,Willow Community Primary School,Primary School,2,North West England,Blackpool,FY51 6NT,1950
561,Willow Junior School,Primary School,4,East Midlands,Leicester,LE41 9HH,2020
562,Ridgeway Infant School,Primary School,8,South East England,Canterbury,CT75 7XN,2002
563,St Mary's C of E Primary School,Primary School,10,Scotland,Dundee,DD49 3BB,1886
564,Sacred Heart Primary School,Primary School,8,South East England,Milton Keynes,MK27 9BQ,1955
565,Bridgewater Primary Academy,Primary School,10,Scotland,Edinburgh,EH66 5BR,1940
566,Southfield Church School,Primary School,2,North West England,Bolton,BL88 2GG,1925
567,Birch Junior School,Primary School,9,South West England,Bristol,BS17 3YL,1947
568,Oakwood C of E Primary School,Primary School,7,Greater London,Ealing,W21 7XX,2009
569,Meadow Community Primary School,Primary School,2,North West England,Preston,PR43 6NH,1964
570,Garden Community Primary School,Primary School,1,North East England,Gateshead,NE88 6RE,1890
571,Mount Pleasant Junior School,Primary School,2,North West England,Blackpool,FY67 6WW,1886
572,Southfield Community Primary School,Primary School,5,West Midlands,Birmingham,B66 2EG,1962
573,Hillside Community Primary School,Primary School,1,North East England,Gateshead,NE14 4XS,1988
574,St John's Church School,Primary School,3,Yorkshire and the Humber,Leeds,LS5 2DB,1964
575,The Manor C of E Primary School,Primary School,8,South East England,Brighton,BN34 7RT,1938
576,Elm C of E Primary School,Primary School,3,Yorkshire and the Humber,Bradford,BD1 2YB,2016
577,Hawthorn C of E Primary School,Primary School,9,South West England,Bristol,BS88 5ZD,1954
578,The Grove Community Primary School,Primary School,8,South East England,Southampton,SO96 7XN,1914
579,Brookfield Infant School,Primary School,1,North East England,Sunderland,SR71 9FE,1882
580,The Grove C of E Primary School,Primary School,7,Greater London,Camden,NW27 6HS,1958
581,Pinewood Junior School,Primary School,11,Wales,Wrexham,LL15 3YB,1929
582,All Saints Community Primary School,Primary School,10,Scotland,Stirling,FK37 2HP,1905
583,Ashwood Primary Academy,Primary School,5,West Midlands,Wolverhampton,WV5 9LX,1934
584,Meadow Junior School,Primary School,11,Wales,Wrexham,LL60 9WD,1914
585,Maple Catholic Primary School,Primary School,2,North West England,Blackpool,FY73 3UQ,1925
586,St Peter's Community Primary School,Primary School,7,Greater London,Hackney,E47 7UT,2012
587,Elm Community Primary School,Primary School,10,Scotland,Edinburgh,EH52 6QU,2012
588,St Mary's Catholic Primary School,Primary School,4,East Midlands,Northampton,NN22 4DW,1992
589,Beechwood C of E Primary School,Primary School,3,Yorkshire and the Humber,Sheffield,S54 6EU,1938
590,Hillside Catholic Primary School,Primary School,9,South West England,Plymouth,PL3 4BF,1985
591,All Saints Primary School,Primary School,6,East of England,Norwich,NR8 3LG,1917
592,Maple Church School,Primary School,6,East of England,Peterborough,PE22 4SZ,2003
593,Hilltop Catholic Primary School,Primary School,7,Greater London,Camden,NW34 3PT,2010
594,Town End Primary Academy,Primary School,3,Yorkshire and the Humber,Leeds,LS6 9SJ,1974
595,St Andrew's Junior School,Primary School,1,North East England,Middlesbrough,TS53 5HA,2019
596,Eastfield Primary Academy,Primary School,9,South West England,Bristol,BS79 5RH,1973
597,Eastfield Junior School,Primary School,2,North West England,Bolton,BL91 7FE,1968
598,Valley Infant School,Primary School,4,East Midlands,Lincoln,LN79 1GR,2020
599,St Andrew's Catholic Primary School,Primary School,1,North East England,Newcastle upon Tyne,NE77 7DD,2000
600,Riverside Junior School,Primary School,8,South East England,Brighton,BN5 9WJ,1929
601,Bridgewater C of E Primary School,Primary School,3,Yorkshire and the Humber,Doncaster,DN71 5XY,1903
602,Northfield Community Primary School,Primary School,2,North West England,Bolton,BL59 7YA,1929
603,The Grove Junior School,Primary School,8,South East England,Southampton,SO49 8JP,1993
604,Sunnyfield Church School,Primary School,1,North East England,Middlesbrough,TS62 2LD,1887
605,Hawthorn Primary School,Primary School,2,North West England,Bolton,BL32 5DR,1947
606,The Avenue Junior School,Primary School,9,South West England,Exeter,EX96 4UH,1926
607,Pinewood Infant School,Primary School,8,South East England,Reading,RG74 5UG,2006
608,Oakwood Junior School,Primary School,12,Northern Ireland,Armagh,BT35 8ZP,1940
609,Northfield Church School,Primary School,2,North West England,Lancaster,LA74 3YJ,1926
610,Eastfield Infant School,Primary School,10,Scotland,Inverness,IV72 9LQ,1972
611,Hawthorn Infant School,Primary School,7,Greater London,London,SW63 8DR,2010
612,Willow Primary Academy,Primary School,3,Yorkshire and the Humber,Bradford,BD11 3PJ,1898
613,Bridgewater Church School,Primary School,2,North West England,Chester,CH22 3AF,1985
614,Town End C of E Primary School,Primary School,9,South West England,Gloucester,GL34 3DR,1906
615,All Saints Catholic Primary School,Primary School,2,North West England,Liverpool,L5 6PU,1887
616,Town End Catholic Primary School,Primary School,5,West Midlands,Worcester,WR37 8XA,1968
617,Pinewood Church School,Primary School,9,South West England,Plymouth,PL90 8HP,1949
618,Mount Pleasant Primary School,Primary School,7,Greater London,London,SW12 3AU,1939
619,Beech Church School,Primary School,8,South East England,Southampton,SO43 2FB,1888
620,Elm Church School,Primary School,8,South East England,Southampton,SO95 1HT,1943
621,Sunnyfield Junior School,Primary School,9,South West England,Bristol,BS21 1XW,1962
622,Greenfield Junior School,Primary School,7,Greater London,Ealing,W51 4AB,1910
623,The Manor Junior School,Primary School,6,East of England,Luton,LU90 8HY,2018
624,Park C of E Primary School,Primary School,8,South East England,Brighton,BN50 4WU,2017
625,Meadow C of E Primary School,Primary School,4,East Midlands,Leicester,LE27 8DT,1883
626,The Grove Primary Academy,Primary School,4,East Midlands,Nottingham,NG25 9JY,1928
627,Ridgeway Primary Academy,Primary School,3,Yorkshire and the Humber,Sheffield,S78 4YX,1962
628,St John's Junior School,Primary School,8,South East England,Milton Keynes,MK72 3EB,2010
629,St Peter's Primary Academy,Primary School,5,West Midlands,Coventry,CV8 6QS,1900
630,St Paul's Junior School,Primary School,2,North West England,Bolton,BL6 6XY,2014
631,Maple C of E Primary School,Primary School,7,Greater London,Camden,NW56 5RF,1936
632,The Manor Community Primary School,Primary School,7,Greater London,London,SW10 5SP,1942
633,Lakeside Primary Academy,Primary School,9,South West England,Bournemouth,BH47 6HP,1988
634,Eastfield Catholic Primary School,Primary School,2,North West England,Chester,CH37 4ZL,1895
635,Westfield Junior School,Primary School,7,Greater London,Westminster,SW81 5RA,1895
636,Ashwood Community Primary School,Primary School,1,North East England,Durham,DH40 9FS,1915
637,Ridgeway Junior School,Primary School,12,Northern Ireland,Londonderry,BT77 4JA,1939
638,Hilltop Church School,Primary School,2,North West England,Chester,CH65 8QG,1914
639,Victoria Catholic Primary School,Primary School,10,Scotland,Dundee,DD38 1WF,1988
640,Highfield Catholic Primary School,Primary School,5,West Midlands,Stoke-on-Trent,ST19 3BS,1921
641,St Mary's Church School,Primary School,8,South East England,Canterbury,CT64 9AZ,2007
642,Willow Catholic Primary School,Primary School,10,Scotland,Glasgow,G87 5ZZ,1921
643,Birch Infant School,Primary School,6,East of England,Colchester,CO68 6FZ,1946
644,Fairfield Junior School,Primary School,6,East of England,Colchester,CO1 2AT,1929
645,Albert Junior School 1,Primary School,3,Yorkshire and the Humber,Leeds,LS19 2WF,1963
646,Forestdale Community Primary School,Primary School,8,South East England,Oxford,OX26 4NL,1962
647,Pinewood C of E Primary School,Primary School,6,East of England,Peterborough,PE70 6XP,1932
648,Sunnyfield Primary School,Primary School,8,South East England,Canterbury,CT50 1DS,1907
649,St John's C of E Primary School,Primary School,2,North West England,Chester,CH15 6UT,2001
650,Beechwood Catholic Primary School,Primary School,10,Scotland,Aberdeen,AB14 7EP,2010
651,Westfield Community Primary School,Primary School,6,East of England,Cambridge,CB21 8RD,2020
652,Riverside Community Primary School,Primary School,2,North West England,Bolton,BL39 5SQ,1961
653,St Mary's Primary Academy,Primary School,12,Northern Ireland,Armagh,BT38 1QX,1912
654,Sacred Heart Church School,Primary School,1,North East England,Newcastle upon Tyne,NE18 2FS,1991
655,Elm Infant School,Primary School,10,Scotland,Inverness,IV24 7ZA,1937
656,Westfield Church School,Primary School,6,East of England,Luton,LU88 9YN,1899
657,Lakeside Junior School,Primary School,3,Yorkshire and the Humber,York,YO37 8DF,1886
658,Mount Pleasant Community Primary School,Primary School,6,East of England,Ipswich,IP44 3PX,2013
659,Highfield Primary School,Primary School,7,Greater London,London,SW34 3TD,1946
660,Beech Infant School,Primary School,5,West Midlands,Coventry,CV59 5HG,1900
661,Forestdale Primary School,Primary School,6,East of England,Peterborough,PE13 8ZG,1958
662,The Manor Catholic Primary School,Primary School,10,Scotland,Edinburgh,EH32 1FE,1992
663,St Paul's Primary Academy 1,Primary School,4,East Midlands,Northampton,NN28 8GR,1917
664,St Peter's Church School,Primary School,2,North West England,Lancaster,LA5 7WR,2009
665,Southfield C of E Primary School 1,Primary School,5,West Midlands,Birmingham,B22 5EF,1907
666,Sacred Heart Infant School,Primary School,5,West Midlands,Coventry,CV59 3ZG,1952
667,Hillside Primary School,Primary School,9,South West England,Exeter,EX45 3QT,1961
668,St Thomas' Primary Academy,Primary School,6,East of England,Norwich,NR1 7LS,1902
669,King Edward Community Primary School,Primary School,8,South East England,Southampton,SO98 2ZG,1926
670,Fairfield Community Primary School 1,Primary School,6,East of England,Ipswich,IP22 9AE,1952
671,Oakwood Primary Academy 1,Primary School,11,Wales,Wrexham,LL20 5ZZ,1963
672,Park Primary Academy 1,Primary School,7,Greater London,London,SW42 2UE,1979
673,Birch Primary School,Primary School,9,South West England,Bath,BA21 5FA,1931
674,Highfield Primary Academy 1,Primary School,8,South East England,Milton Keynes,MK21 5WD,1905
675,Ashwood Church School 1,Primary School,2,North West England,Blackpool,FY2 8FP,1901
676,Sunnyfield Community Primary School,Primary School,12,Northern Ireland,Newry,BT91 7ZL,1978
677,Cedar Infant School 2,Primary School,7,Greater London,Camden,NW42 3AD,1907
678,Oakwood Catholic Primary School 1,Primary School,5,West Midlands,Stoke-on-Trent,ST6 2SN,1980
679,St John's Catholic Primary School 1,Primary School,2,North West England,Chester,CH93 4UQ,1953
680,Beech Primary Academy 1,Primary School,5,West Midlands,Worcester,WR81 4FW,1972
681,Town End Community Primary School 1,Primary School,5,West Midlands,Coventry,CV42 9YH,1906
682,The Grove Primary School 1,Primary School,10,Scotland,Aberdeen,AB95 5DG,1993
683,Valley Community Primary School 1,Primary School,9,South West England,Bournemouth,BH55 9TB,2017
684,St Mary's Community Primary School 2,Primary School,7,Greater London,Ealing,W15 5YW,1981
685,The Manor Primary School 1,Primary School,5,West Midlands,Worcester,WR49 7EZ,1955
686,St John's C of E Primary School 1,Primary School,4,East Midlands,Leicester,LE38 8HY,1916
687,All Saints C of E Primary School 1,Primary School,11,Wales,Newport,NP57 9QJ,1955
688,Cedar C of E Primary School 1,Primary School,6,East of England,Peterborough,PE50 4UE,2016
689,Willow Church School 1,Primary School,2,North West England,Lancaster,LA33 4WB,1922
690,Park Catholic Primary School 1,Primary School,5,West Midlands,Birmingham,B52 6AR,1883
691,Westfield C of E Primary School 1,Primary School,8,South East England,Reading,RG93 8NG,1989
692,Garden Primary Academy,Primary School,9,South West England,Bath,BA95 4JU,1988
693,Northfield Primary School 1,Primary School,7,Greater London,Hackney,E13 4WA,1890
694,Meadow C of E Primary School 1,Primary School,2,North West England,Blackpool,FY49 7XS,1967
695,Bridgewater Community Primary School 1,Primary School,4,East Midlands,Leicester,LE47 2FR,1882
696,Town End Infant School 1,Primary School,1,North East England,Middlesbrough,TS66 4EB,2017
697,St Paul's Infant School 1,Primary School,8,South East England,Reading,RG87 7TG,1943
698,Town End Catholic Primary School 1,Primary School,5,West Midlands,Wolverhampton,WV16 8AF,1985
699,St Andrew's Primary School 1,Primary School,4,East Midlands,Derby,DE53 9NJ,1977
700,Greenfield Church School 1,Primary School,8,South East England,Southampton,SO50 9RR,2010
701,Garden Primary Academy 1,Primary School,3,Yorkshire and the Humber,Sheffield,S93 9FA,1905
702,Mount Pleasant Church School 1,Primary School,3,Yorkshire and the Humber,Bradford,BD15 7LF,1897
703,Birch Church School 1,Primary School,7,Greater London,Croydon,CR74 9NJ,1946
704,St Peter's Primary Academy 1,Primary School,5,West Midlands,Coventry,CV27 2FY,1941
705,Valley Primary Academy 2,Primary School,3,Yorkshire and the Humber,Bradford,BD28 1HA,2001
706,Lakeside Primary Academy 1,Primary School,1,North East England,Middlesbrough,TS90 2DE,1952
707,The Grove Community Primary School 1,Primary School,7,Greater London,London,SW99 5BL,1976
708,The Avenue Infant School 1,Primary School,7,Greater London,Croydon,CR81 2TG,1975
709,Queen Elizabeth C of E Primary School 1,Primary School,11,Wales,Wrexham,LL80 2AJ,1975
710,St George's C of E Primary School 1,Primary School,7,Greater London,London,SW3 8GL,1941
711,Queen Elizabeth Community Primary School 1,Primary School,7,Greater London,Westminster,SW15 1AY,2000
712,Birch Infant School 1,Primary School,9,South West England,Exeter,EX7 5FQ,1880
713,The Manor Church School 2,Primary School,10,Scotland,Stirling,FK29 3NN,1914
714,The Avenue Junior School 1,Primary School,9,South West England,Bristol,BS90 6YY,1913
715,The Grove Community Primary School 2,Primary School,2,North West England,Blackpool,FY79 9NR,2012
716,Albert C of E Primary School 1,Primary School,3,Yorkshire and the Humber,Hull,HU10 5XH,1899
717,Beech Junior School 1,Primary School,5,West Midlands,Wolverhampton,WV84 1EN,1944
718,The Avenue Primary Academy 1,Primary School,6,East of England,Ipswich,IP94 2WB,2017
719,Mount Pleasant C of E Primary School 1,Primary School,3,Yorkshire and the Humber,Doncaster,DN1 6TR,1918
720,Meadow Community Primary School 1,Primary School,2,North West England,Liverpool,L61 3UG,1947
721,Mount Pleasant Primary School 1,Primary School,9,South West England,Exeter,EX12 6QX,1977
722,St George's Catholic Primary School 1,Primary School,7,Greater London,London,SW63 4DF,1933
723,St Thomas' Infant School 1,Primary School,2,North West England,Bolton,BL45 1HL,1937
724,St Peter's Junior School 1,Primary School,8,South East England,Milton Keynes,MK51 1LL,2002
725,Riverside Junior School 1,Primary School,3,Yorkshire and the Humber,Hull,HU23 5LT,1931
726,Victoria Primary School 1,Primary School,8,South East England,Southampton,SO26 3NN,1917
727,Beechwood Church School 1,Primary School,7,Greater London,Croydon,CR48 8PX,2008
728,Beechwood Primary Academy 2,Primary School,1,North East England,Newcastle upon Tyne,NE87 5LA,1926
729,King Edward Primary Academy 1,Primary School,2,North West England,Manchester,M52 8TN,1937
730,Mount Pleasant Catholic Primary School 1,Primary School,10,Scotland,Dundee,DD53 6FJ,1973
731,Highfield C of E Primary School 1,Primary School,4,East Midlands,Leicester,LE71 9XD,1949
732,Hillside Junior School 1,Primary School,1,North East England,Newcastle upon Tyne,NE40 6WU,2008
733,Park Junior School 1,Primary School,7,Greater London,Bromley,BR38 1FD,2015
734,St John's Primary School 1,Primary School,10,Scotland,Inverness,IV70 6DP,1912
735,Valley Catholic Primary School 1,Primary School,10,Scotland,Glasgow,G64 4NR,1887
736,Maple Community Primary School 1,Primary School,3,Yorkshire and the Humber,York,YO80 5XT,1996
737,Northfield Catholic Primary School 1,Primary School,7,Greater London,Bromley,BR16 3HT,1982
738,Eastfield Infant School 1,Primary School,7,Greater London,Bromley,BR46 4LT,1968
739,Forestdale Primary Academy 1,Primary School,4,East Midlands,Derby,DE91 6LS,1946
740,Eastfield Church School 2,Primary School,2,North West England,Liverpool,L24 5RH,1903
741,Elm C of E Primary School 1,Primary School,8,South East England,Canterbury,CT4 8EP,2005
742,Southfield Junior School 1,Primary School,6,East of England,Colchester,CO98 2RH,1907
743,Albert Catholic Primary School 1,Primary School,1,North East England,Gateshead,NE69 6JF,1996
744,St Thomas' Infant School 2,Primary School,8,South East England,Canterbury,CT75 8UP,1960
745,Greenview Primary Academy 1,Primary School,9,South West England,Exeter,EX47 9SS,1965
746,Hillside Primary Academy 1,Primary School,9,South West England,Bath,BA45 4WA,1944
747,Town End Church School 1,Primary School,3,Yorkshire and the Humber,Doncaster,DN54 8AN,1935
748,Hillside Catholic Primary School 1,Primary School,3,Yorkshire and the Humber,York,YO4 1SD,1955
749,Ridgeway Primary Academy 2,Primary School,2,North West England,Bolton,BL66 5UA,1884
750,St George's Primary School 1,Primary School,3,Yorkshire and the Humber,Doncaster,DN28 4SQ,1974
751,Maple Catholic Primary School 1,Primary School,7,Greater London,Ealing,W44 9FZ,1890
752,St John's Primary Academy 1,Primary School,2,North West England,Chester,CH63 2UL,1889
753,St Andrew's Catholic Primary School 1,Primary School,6,East of England,Cambridge,CB58 9QX,1930
754,Elm Catholic Primary School 1,Primary School,8,South East England,Oxford,OX44 2UP,2000
755,Hillside Primary School 1,Primary School,6,East of England,Colchester,CO2 2PZ,1895
756,Birch C of E Primary School 2,Primary School,9,South West England,Exeter,EX33 6JL,1991
757,Sunnyfield Primary Academy 1,Primary School,2,North West England,Preston,PR70 7WT,2020
758,Maple Church School 1,Primary School,1,North East England,Gateshead,NE98 9BX,1990
759,Cedar Primary Academy 2,Primary School,9,South West England,Bournemouth,BH54 8AP,1919
760,St Paul's C of E Primary School 1,Primary School,1,North East England,Newcastle upon Tyne,NE14 8FF,1917
761,Brookfield Primary School 1,Primary School,9,South West England,Exeter,EX86 5RL,1938
762,Elm Primary Academy 1,Primary School,7,Greater London,Croydon,CR66 7HG,1906
763,Ridgeway Primary School 1,Primary School,8,South East England,Canterbury,CT54 2PL,1959
764,Sacred Heart C of E Primary School 1,Primary School,9,South West England,Bath,BA42 7RW,1974
765,St George's Junior School 1,Primary School,9,South West England,Plymouth,PL33 5YH,1988
766,Riverside Community Primary School 1,Primary School,3,Yorkshire and the Humber,Doncaster,DN17 5TB,1930
767,Bridgewater Infant School 2,Primary School,3,Yorkshire and the Humber,Sheffield,S22 5PA,1997
768,Hilltop Catholic Primary School 1,Primary School,7,Greater London,London,SW9 1LB,1912
769,Southfield Community Primary School 1,Primary School,11,Wales,Bangor,LL28 4QH,1932
770,St Thomas' Community Primary School 2,Primary School,10,Scotland,Aberdeen,AB36 6PS,1995
771,St John's Church School 1,Primary School,7,Greater London,Bromley,BR75 3RZ,1945
772,The Avenue Infant School 2,Primary School,9,South West England,Bournemouth,BH33 4LR,1910
773,Victoria Community Primary School 1,Primary School,6,East of England,Norwich,NR17 6QG,1902
774,Queen Elizabeth Primary Academy 1,Primary School,8,South East England,Southampton,SO88 2TU,1983
775,Pinewood Primary Academy 2,Primary School,9,South West England,Plymouth,PL64 3FP,2009
776,St Mary's Community Primary School 1,Primary School,6,East of England,Norwich,NR81 2WY,1958
777,Brookfield C of E Primary School 1,Primary School,7,Greater London,Hackney,E89 7PA,1901
778,Hawthorn Church School 1,Primary School,7,Greater London,Hackney,E42 5QX,1998
779,Hillside Church School 2,Primary School,3,Yorkshire and the Humber,Bradford,BD18 9WJ,1963
780,Holy Trinity Primary School 1,Primary School,7,Greater London,London,SW18 6WT,1994
781,All Saints Catholic Primary School 1,Primary School,11,Wales,Swansea,SA68 2PP,1952
782,The Avenue Primary Academy 2,Primary School,8,South East England,Milton Keynes,MK45 9WQ,1926
783,Queen Elizabeth Junior School 1,Primary School,5,West Midlands,Stoke-on-Trent,ST63 8YL,1892
784,Lakeside Primary School 1,Primary School,8,South East England,Milton Keynes,MK6 6JE,1948
785,Park C of E Primary School 1,Primary School,8,South East England,Milton Keynes,MK43 1GQ,1982
786,Park Infant School 2,Primary School,11,Wales,Newport,NP49 8AB,1894
787,St George's Church School 2,Primary School,7,Greater London,Westminster,SW51 8UX,2012
788,Westfield Primary School 1,Primary School,7,Greater London,Hackney,E43 4BR,1945
789,Greenfield Catholic Primary School 1,Primary School,3,Yorkshire and the Humber,Sheffield,S6 2AG,1911
790,The Manor Community Primary School 1,Primary School,8,South East England,Oxford,OX71 3RX,1955
791,St Peter's Infant School 1,Primary School,9,South West England,Bournemouth,BH65 3AY,1991
792,Willow Infant School 1,Primary School,7,Greater London,Hackney,E77 5LU,1913
793,Victoria Primary Academy 1,Primary School,4,East Midlands,Lincoln,LN77 1FP,1904
794,Queen Elizabeth Primary School 2,Primary School,4,East Midlands,Lincoln,LN51 7XB,1884
795,Willow Catholic Primary School 2,Primary School,7,Greater London,Ealing,W89 3TQ,1882
796,Bridgewater C of E Primary School 1,Primary School,2,North West England,Liverpool,L54 6YZ,1896
797,St Paul's Junior School 1,Primary School,9,South West England,Gloucester,GL98 5NB,1953
798,Westfield Primary Academy 1,Primary School,5,West Midlands,Stoke-on-Trent,ST73 8LR,1974
799,Garden Catholic Primary School 2,Primary School,2,North West England,Chester,CH89 9SP,1886
800,Meadow Catholic Primary School 1,Primary School,10,Scotland,Glasgow,G55 7DW,1938
801,Garden Infant School 1,Primary School,2,North West England,Manchester,M2 2JR,1918
802,Hawthorn Community Primary School 1,Primary School,8,South East England,Canterbury,CT81 5HE,1933
803,Park Junior School 2,Primary School,3,Yorkshire and the Humber,Doncaster,DN80 9YP,2014
804,Hawthorn Primary Academy 2,Primary School,3,Yorkshire and the Humber,York,YO43 6UA,1928
805,The Avenue C of E Primary School 1,Primary School,6,East of England,Peterborough,PE27 1JA,1935
806,Westfield Church School 1,Primary School,8,South East England,Brighton,BN81 4TY,1943
807,Pinewood Catholic Primary School 1,Primary School,4,East Midlands,Nottingham,NG55 4GZ,1981
808,Elm Junior School 1,Primary School,9,South West England,Plymouth,PL97 3AB,1958
809,Hawthorn Catholic Primary School 1,Primary School,4,East Midlands,Leicester,LE79 3YZ,1986
810,Pinewood Infant School 1,Primary School,7,Greater London,Ealing,W18 6TH,1904
811,Pinewood Church School 1,Primary School,8,South East England,Portsmouth,PO96 2XQ,1947
812,The Grove Junior School 2,Primary School,2,North West England,Bolton,BL48 4ZS,1963
813,King Edward Primary School 1,Primary School,2,North West England,Manchester,M25 2WH,1936
814,Ashwood Infant School 2,Primary School,5,West Midlands,Birmingham,B22 9QU,1992
815,The Grove Catholic Primary School 2,Primary School,2,North West England,Chester,CH40 3PQ,2001
816,Fairfield Primary Academy 1,Primary School,7,Greater London,Westminster,SW5 2ZT,1899
817,Meadow Primary School 1,Primary School,1,North East England,Durham,DH80 2QH,1883
818,Cedar Primary Academy 1,Primary School,6,East of England,Luton,LU9 6HS,1914
819,Albert Primary Academy 1,Primary School,1,North East England,Gateshead,NE84 8ZN,1900
820,Hillside Community Primary School 1,Primary School,9,South West England,Bristol,BS8 1AX,1880
821,The Manor Catholic Primary School 1,Primary School,6,East of England,Norwich,NR83 1FX,1948
822,Brookfield Catholic Primary School 2,Primary School,11,Wales,Aberystwyth,SY57 7JN,1916
823,St George's Church School 1,Primary School,2,North West England,Manchester,M70 9DW,1930
824,Maple Infant School 1,Primary School,7,Greater London,Croydon,CR44 9GE,1937
825,Beech Primary School 2,Primary School,7,Greater London,Croydon,CR99 5GN,2013
826,St Thomas' Church School 2,Primary School,10,Scotland,Inverness,IV4 8HB,1906
827,Park Church School 2,Primary School,10,Scotland,Dundee,DD33 1PH,1989
828,Oakwood Junior School 1,Primary School,9,South West England,Gloucester,GL49 4ET,1951
829,Oakwood Primary School 1,Primary School,7,Greater London,Bromley,BR32 6DB,1922
830,Eastfield Primary Academy 1,Primary School,7,Greater London,Bromley,BR19 1ZS,1906
831,All Saints Primary Academy 1,Primary School,7,Greater London,Hackney,E3 9LR,1924
832,Victoria Church School 1,Primary School,5,West Midlands,Worcester,WR42 7LR,1889
833,King Edward Primary Academy 2,Primary School,7,Greater London,Westminster,SW58 1GQ,1945
834,St Peter's Community Primary School 1,Primary School,10,Scotland,Stirling,FK57 5SY,1943
835,The Grove Primary Academy 2,Primary School,6,East of England,Norwich,NR79 5GR,1958
836,Victoria Catholic Primary School 1,Primary School,6,East of England,Norwich,NR65 6YG,2012
837,Hilltop Junior School 1,Primary School,3,Yorkshire and the Humber,Bradford,BD32 7LW,1884
838,Valley Junior School 1,Primary School,6,East of England,Cambridge,CB5 5YD,1938
839,Pinewood C of E Primary School 1,Primary School,8,South East England,Oxford,OX67 8HH,1930
840,Westfield Infant School 1,Primary School,5,West Midlands,Coventry,CV71 7LA,2019
841,Mount Pleasant Community Primary School 2,Primary School,3,Yorkshire and the Humber,Hull,HU54 8RS,1949
842,Highfield Community Primary School 1,Primary School,7,Greater London,Ealing,W12 2XA,2011
843,Ridgeway Primary Academy 1,Primary School,3,Yorkshire and the Humber,Leeds,LS96 5RY,1991
844,Northfield Infant School 1,Primary School,8,South East England,Brighton,BN50 1TP,1912
845,Beechwood C of E Primary School 1,Primary School,5,West Midlands,Worcester,WR77 9SB,1945
846,St Paul's Primary School 1,Primary School,3,Yorkshire and the Humber,Hull,HU54 2RR,1916
847,The Avenue Church School 2,Primary School,7,Greater London,London,SW35 6FX,1914
848,Riverside Primary School 3,Primary School,8,South East England,Reading,RG52 3YH,1978
849,Forestdale Infant School 1,Primary School,3,Yorkshire and the Humber,Doncaster,DN71 9EF,1902
850,Cedar Church School 1,Primary School,11,Wales,Aberystwyth,SY42 7XZ,1909
851,The Grove Junior School 1,Primary School,7,Greater London,London,SW81 8LZ,1901
852,Hilltop Infant School 2,Primary School,7,Greater London,London,SW59 5RQ,1896
853,King Edward Primary School 2,Primary School,5,West Midlands,Wolverhampton,WV13 9UJ,1895
854,Elm Catholic Primary School 2,Primary School,7,Greater London,Croydon,CR13 1DE,1887
855,Lakeside Community Primary School 2,Primary School,4,East Midlands,Derby,DE27 9YS,1966
856,Beechwood C of E Primary School 2,Primary School,7,Greater London,Westminster,SW18 5AH,1997
857,Brookfield Junior School 1,Primary School,2,North West England,Blackpool,FY8 4PH,1919
858,Southfield Church School 1,Primary School,7,Greater London,London,SW91 8YX,1896
859,St Peter's Primary School 1,Primary School,3,Yorkshire and the Humber,Hull,HU12 1XL,1949
860,Greenview Primary School 1,Primary School,5,West Midlands,Birmingham,B98 5GY,2019
861,Beech Church School 1,Primary School,11,Wales,Cardiff,CF31 4JF,1895
862,Hawthorn Junior School 1,Primary School,3,Yorkshire and the Humber,York,YO94 8YZ,1880
863,Riverside Primary School 1,Primary School,4,East Midlands,Leicester,LE4 4TP,1890
