record_id,institution_id,year,rating,overall_score,student_satisfaction_pct,graduate_outcome_pct,attendance_rate_pct
1435,479,2022,Good,76,,,94.6
1436,479,2023,Good,79,,,94.3
1437,479,2024,Outstanding,92,,,92.7
1438,480,2022,Outstanding,89,,,85.6
1439,480,2023,Good,82,,,95.6
1440,480,2024,Good,73,,,89.9
1441,481,2022,Good,73,,,97.4
1442,481,2023,Good,84,,,97.5
1443,481,2024,Good,71,,,91.0
1444,482,2022,Good,75,,,90.3
1445,482,2023,Outstanding,97,,,94.4
1446,482,2024,Outstanding,87,,,85.5
1447,483,2022,Requires Improvement,57,,,90.4
1448,483,2023,Good,84,,,96.8
1449,483,2024,Outstanding,97,,,96.3
1450,484,2022,Requires Improvement,45,,,89.7
1451,484,2023,Requires Improvement,54,,,86.4
1452,484,2024,Requires Improvement,57,,,97.4
1453,485,2022,Good,65,,,88.1
1454,485,2023,Good,82,,,96.9
1455,485,2024,Outstanding,93,,,85.9
1456,486,2022,Requires Improvement,54,,,92.0
1457,486,2023,Good,73,,,92.9
1458,486,2024,Outstanding,90,,,91.3
1459,487,2022,Outstanding,99,,,91.9
1460,487,2023,Inadequate,23,,,86.6
1461,487,2024,Good,81,,,93.2
1462,488,2022,Requires Improvement,61,,,94.8
1463,488,2023,Good,69,,,86.1
1464,488,2024,Outstanding,100,,,97.9
1465,489,2022,Good,83,,,98.4
1466,489,2023,Requires Improvement,46,,,98.5
1467,489,2024,Good,75,,,93.1
1468,490,2022,Outstanding,86,,,92.3
1469,490,2023,Requires Improvement,63,,,88.1
1470,490,2024,Outstanding,93,,,90.9
1471,491,2022,Good,81,,,91.5
1472,491,2023,Good,73,,,91.6
1473,491,2024,Inadequate,39,,,86.1
1474,492,2022,Requires Improvement,58,,,91.8
1475,492,2023,Good,71,,,97.4
1476,492,2024,Requires Improvement,54,,,94.6
1477,493,2022,Good,82,,,88.1
1478,493,2023,Outstanding,85,,,89.4
1479,493,2024,Requires Improvement,54,,,85.0
1480,494,2022,Good,70,,,93.5
1481,494,2023,Good,79,,,91.4
1482,494,2024,Good,83,,,95.6
1483,495,2022,Outstanding,90,,,93.1
1484,495,2023,Good,79,,,95.7
1485,495,2024,Outstanding,95,,,89.2
1486,496,2022,Good,73,,,90.0
1487,496,2023,Good,73,,,87.6
1488,496,2024,Good,83,,,90.9
1489,497,2022,Outstanding,97,,,97.9
1490,497,2023,Good,82,,,95.1
1491,497,2024,Good,70,,,92.6
1492,498,2022,Requires Improvement,60,,,94.9
1493,498,2023,Good,84,,,87.6
1494,498,2024,Outstanding,93,,,91.0
1495,499,2022,Good,66,,,88.9
1496,499,2023,Requires Improvement,64,,,95.4
1497,499,2024,Good,77,,,90.9
1498,500,2022,Good,78,,,95.0
1499,500,2023,Good,76,,,97.1
1500,500,2024,Good,71,,,92.1
1501,501,2022,Good,72,,,94.0
1502,501,2023,Outstanding,97,,,85.5
1503,501,2024,Good,73,,,88.8
1504,502,2022,Requires Improvement,58,,,91.0
1505,502,2023,Good,81,,,93.4
1506,502,2024,Good,70,,,87.3
1507,503,2022,Good,65,,,94.5
1508,503,2023,Requires Improvement,62,,,89.4
1509,503,2024,Good,77,,,90.4
1510,504,2022,Good,67,,,87.5
1511,504,2023,Outstanding,94,,,85.7
1512,504,2024,Good,74,,,89.9
1513,505,2022,Good,67,,,89.4
1514,505,2023,Good,81,,,98.3
1515,505,2024,Good,78,,,96.5
1516,506,2022,Inadequate,40,,,87.7
1517,506,2023,Good,69,,,87.3
1518,506,2024,Good,67,,,90.6
1519,507,2022,Good,72,,,89.5
1520,507,2023,Good,65,,,87.4
1521,507,2024,Inadequate,22,,,98.5
1522,508,2022,Good,71,,,95.0
1523,508,2023,Outstanding,86,,,97.4
1524,508,2024,Good,78,,,94.4
1525,509,2022,Outstanding,86,,,89.9
1526,509,2023,Inadequate,43,,,86.8
1527,509,2024,Requires Improvement,58,,,87.1
1528,510,2022,Good,69,,,86.6
1529,510,2023,Good,68,,,98.3
1530,510,2024,Inadequate,21,,,93.8
1531,511,2022,Good,71,,,87.3
1532,511,2023,Good,75,,,88.0
1533,511,2024,Good,84,,,96.9
1534,512,2022,Good,75,,,96.4
1535,512,2023,Inadequate,22,,,94.0
1536,512,2024,Good,82,,,96.8
1537,513,2022,Good,71,,,89.4
1538,513,2023,Good,82,,,85.0
1539,513,2024,Good,81,,,86.1
1540,514,2022,Outstanding,93,,,99.0
1541,514,2023,Good,76,,,87.9
1542,514,2024,Good,73,,,88.9
1543,515,2022,Requires Improvement,54,,,91.1
1544,515,2023,Good,69,,,90.1
1545,515,2024,Good,69,,,90.9
1546,516,2022,Inadequate,41,,,92.7
1547,516,2023,Outstanding,85,,,92.3
1548,516,2024,Outstanding,90,,,97.3
1549,517,2022,Good,83,,,93.9
1550,517,2023,Good,65,,,89.0
1551,517,2024,Good,69,,,94.8
1552,518,2022,Outstanding,97,,,98.4
1553,518,2023,Outstanding,97,,,91.5
1554,518,2024,Good,69,,,95.8
1555,519,2022,Good,71,,,93.6
1556,519,2023,Inadequate,36,,,97.8
1557,519,2024,Good,75,,,90.6
1558,520,2022,Good,68,,,95.3
1559,520,2023,Outstanding,87,,,91.4
1560,520,2024,Outstanding,87,,,87.5
1561,521,2022,Requires Improvement,55,,,97.3
1562,521,2023,Outstanding,96,,,94.8
1563,521,2024,Good,73,,,94.5
1564,522,2022,Good,80,,,95.1
1565,522,2023,Requires Improvement,54,,,85.5
1566,522,2024,Good,81,,,94.3
1567,523,2022,Requires Improvement,47,,,87.8
1568,523,2023,Outstanding,94,,,95.1
1569,523,2024,Requires Improvement,48,,,93.5
1570,524,2022,Good,73,,,96.1
1571,524,2023,Good,68,,,91.2
1572,524,2024,Good,83,,,94.5
1573,525,2022,Good,65,,,94.0
1574,525,2023,Good,68,,,98.6
1575,525,2024,Inadequate,37,,,89.1
1576,526,2022,Good,66,,,97.5
1577,526,2023,Good,76,,,90.3
1578,526,2024,Requires Improvement,61,,,97.3
1579,527,2022,Outstanding,87,,,91.2
1580,527,2023,Good,68,,,85.0
1581,527,2024,Good,68,,,90.1
1582,528,2022,Good,78,,,89.2
1583,528,2023,Good,66,,,95.8
1584,528,2024,Inadequate,22,,,97.7
1585,529,2022,Good,73,,,90.3
1586,529,2023,Good,77,,,93.7
1587,529,2024,Good,68,,,94.9
1588,530,2022,Outstanding,93,,,96.0
1589,530,2023,Good,73,,,86.1
1590,530,2024,Good,73,,,95.0
1591,531,2022,Good,70,,,97.9
1592,531,2023,Outstanding,88,,,94.0
1593,531,2024,Requires Improvement,51,,,87.4
1594,532,2022,Good,65,,,98.6
1595,532,2023,Good,75,,,86.8
1596,532,2024,Good,67,,,88.5
1597,533,2022,Outstanding,96,,,87.8
1598,533,2023,Good,82,,,97.5
1599,533,2024,Outstanding,85,,,88.1
1600,534,2022,Good,76,,,91.6
1601,534,2023,Good,67,,,96.4
1602,534,2024,Outstanding,91,,,92.2
1603,535,2022,Outstanding,90,,,88.8
1604,535,2023,Good,77,,,91.1
1605,535,2024,Requires Improvement,48,,,96.7
1606,536,2022,Outstanding,96,,,90.9
1607,536,2023,Requires Improvement,59,,,94.7
1608,536,2024,Inadequate,44,,,88.3
1609,537,2022,Outstanding,97,,,97.3
1610,537,2023,Good,66,,,96.5
1611,537,2024,Requires Improvement,56,,,97.3
1612,538,2022,Good,73,,,93.0
1613,538,2023,Good,68,,,91.5
1614,538,2024,Inadequate,38,,,86.0
1615,539,2022,Good,78,,,90.1
1616,539,2023,Good,79,,,91.2
1617,539,2024,Outstanding,94,,,88.6
1618,540,2022,Requires Improvement,52,,,96.9
1619,540,2023,Outstanding,90,,,87.7
1620,540,2024,Good,67,,,91.1
1621,541,2022,Good,80,,,89.9
1622,541,2023,Good,66,,,91.4
1623,541,2024,Outstanding,89,,,91.4
1624,542,2022,Outstanding,96,,,95.6
1625,542,2023,Good,66,,,91.0
1626,542,2024,Good,83,,,86.5
1627,543,2022,Outstanding,89,,,97.4
1628,543,2023,Outstanding,94,,,95.7
1629,543,2024,Good,73,,,97.7
1630,544,2022,Outstanding,93,,,89.2
1631,544,2023,Good,70,,,90.1
1632,544,2024,Outstanding,95,,,91.9
1633,545,2022,Good,78,,,92.1
1634,545,2023,Good,69,,,86.4
1635,545,2024,Outstanding,96,,,92.6
1636,546,2022,Requires Improvement,45,,,87.0
1637,546,2023,Inadequate,39,,,89.8
1638,546,2024,Requires Improvement,64,,,85.7
1639,547,2022,Good,81,,,96.3
1640,547,2023,Good,77,,,89.8
1641,547,2024,Outstanding,91,,,89.1
1642,548,2022,Requires Improvement,59,,,95.2
1643,548,2023,Good,67,,,94.3
1644,548,2024,Inadequate,40,,,87.5
1645,549,2022,Good,72,,,85.4
1646,549,2023,Good,66,,,87.7
1647,549,2024,Good,81,,,91.2
1648,550,2022,Outstanding,94,,,90.5
1649,550,2023,Good,78,,,91.6
1650,550,2024,Good,68,,,95.5
1651,551,2022,Good,65,,,96.6
1652,551,2023,Requires Improvement,47,,,86.2
1653,551,2024,Inadequate,40,,,86.6
1654,552,2022,Good,68,,,93.6
1655,552,2023,Good,65,,,98.5
1656,552,2024,Good,69,,,95.5
1657,553,2022,Requires Improvement,58,,,94.6
1658,553,2023,Good,72,,,97.0
1659,553,2024,Outstanding,92,,,87.3
1660,554,2022,Good,77,,,86.8
1661,554,2023,Outstanding,93,,,93.3
1662,554,2024,Good,79,,,86.6
1663,555,2022,Good,78,,,88.5
1664,555,2023,Outstanding,91,,,96.0
1665,555,2024,Outstanding,94,,,91.8
1666,556,2022,Inadequate,35,,,98.9
1667,556,2023,Requires Improvement,58,,,90.8
1668,556,2024,Outstanding,92,,,88.3
1669,557,2022,Good,71,,,85.6
1670,557,2023,Requires Improvement,56,,,88.1
1671,557,2024,Good,69,,,89.6
1672,558,2022,Good,65,,,93.3
1673,558,2023,Good,69,,,90.4
1674,558,2024,Good,73,,,85.1
1675,559,2022,Good,82,,,86.5
1676,559,2023,Good,67,,,98.2
1677,559,2024,Requires Improvement,52,,,88.3
1678,560,2022,Good,67,,,85.9
1679,560,2023,Outstanding,88,,,89.6
1680,560,2024,Inadequate,23,,,85.4
1681,561,2022,Good,66,,,85.5
1682,561,2023,Good,66,,,86.7
1683,561,2024,Outstanding,100,,,90.3
1684,562,2022,Good,75,,,85.5
1685,562,2023,Good,65,,,89.5
1686,562,2024,Good,68,,,86.8
1687,563,2022,Requires Improvement,62,,,86.5
1688,563,2023,Outstanding,100,,,91.1
1689,563,2024,Outstanding,96,,,85.3
1690,564,2022,Requires Improvement,56,,,94.2
1691,564,2023,Good,83,,,86.3
1692,564,2024,Requires Improvement,57,,,86.9
1693,565,2022,Good,83,,,95.0
1694,565,2023,Good,80,,,90.7
1695,565,2024,Good,79,,,98.7
1696,566,2022,Good,67,,,98.9
1697,566,2023,Requires Improvement,45,,,95.8
1698,566,2024,Good,69,,,97.3
1699,567,2022,Good,82,,,89.9
1700,567,2023,Good,67,,,98.8
1701,567,2024,Outstanding,85,,,94.0
1702,568,2022,Outstanding,92,,,88.4
1703,568,2023,Good,71,,,92.3
1704,568,2024,Good,71,,,86.1
1705,569,2022,Good,67,,,88.3
1706,569,2023,Good,74,,,93.4
1707,569,2024,Good,68,,,85.7
1708,570,2022,Good,74,,,98.6
1709,570,2023,Outstanding,91,,,92.1
1710,570,2024,Good,78,,,85.1
1711,571,2022,Good,69,,,91.1
1712,571,2023,Requires Improvement,46,,,96.2
1713,571,2024,Requires Improvement,45,,,88.5
1714,572,2022,Good,80,,,88.9
1715,572,2023,Requires Improvement,63,,,86.6
1716,572,2024,Good,65,,,90.6
1717,573,2022,Good,69,,,90.1
1718,573,2023,Requires Improvement,62,,,86.1
1719,573,2024,Good,65,,,85.5
1720,574,2022,Requires Improvement,63,,,98.7
1721,574,2023,Good,76,,,95.8
1722,574,2024,Good,70,,,93.2
1723,575,2022,Good,73,,,86.8
1724,575,2023,Good,74,,,90.1
1725,575,2024,Outstanding,88,,,92.9
1726,576,2022,Outstanding,97,,,87.0
1727,576,2023,Good,72,,,94.6
1728,576,2024,Good,73,,,89.8
1729,577,2022,Good,74,,,98.7
1730,577,2023,Requires Improvement,48,,,85.9
1731,577,2024,Requires Improvement,50,,,94.4
1732,578,2022,Good,81,,,93.0
1733,578,2023,Good,76,,,99.0
1734,578,2024,Good,75,,,98.8
1735,579,2022,Outstanding,88,,,86.8
1736,579,2023,Outstanding,88,,,98.8
1737,579,2024,Good,65,,,87.9
1738,580,2022,Good,73,,,97.3
1739,580,2023,Good,84,,,93.9
1740,580,2024,Outstanding,85,,,88.5
1741,581,2022,Outstanding,99,,,88.4
1742,581,2023,Good,73,,,92.5
1743,581,2024,Outstanding,90,,,86.1
1744,582,2022,Outstanding,96,,,98.9
1745,582,2023,Good,83,,,91.9
1746,582,2024,Good,65,,,87.8
1747,583,2022,Good,69,,,88.5
1748,583,2023,Good,67,,,85.2
1749,583,2024,Good,84,,,95.4
1750,584,2022,Outstanding,93,,,94.4
1751,584,2023,Requires Improvement,48,,,85.2
1752,584,2024,Good,73,,,92.0
1753,585,2022,Good,66,,,95.2
1754,585,2023,Requires Improvement,54,,,98.3
1755,585,2024,Good,77,,,91.6
1756,586,2022,Outstanding,88,,,93.5
1757,586,2023,Good,78,,,95.5
1758,586,2024,Outstanding,89,,,85.1
1759,587,2022,Good,69,,,88.5
1760,587,2023,Good,69,,,97.4
1761,587,2024,Good,68,,,98.2
1762,588,2022,Outstanding,97,,,89.5
1763,588,2023,Good,73,,,88.4
1764,588,2024,Outstanding,86,,,91.0
1765,589,2022,Outstanding,97,,,86.7
1766,589,2023,Good,81,,,85.3
1767,589,2024,Requires Improvement,48,,,85.9
1768,590,2022,Good,73,,,91.2
1769,590,2023,Outstanding,100,,,85.7
1770,590,2024,Good,70,,,98.0
1771,591,2022,Good,71,,,95.8
1772,591,2023,Good,79,,,94.6
1773,591,2024,Good,72,,,96.2
1774,592,2022,Inadequate,30,,,98.0
1775,592,2023,Good,68,,,96.7
1776,592,2024,Outstanding,87,,,89.9
1777,593,2022,Requires Improvement,48,,,89.3
1778,593,2023,Good,80,,,98.4
1779,593,2024,Good,80,,,85.4
1780,594,2022,Good,75,,,86.4
1781,594,2023,Outstanding,97,,,94.7
1782,594,2024,Good,67,,,89.9
1783,595,2022,Good,84,,,93.2
1784,595,2023,Good,78,,,88.7
1785,595,2024,Requires Improvement,52,,,86.3
1786,596,2022,Good,80,,,94.3
1787,596,2023,Outstanding,93,,,93.6
1788,596,2024,Good,74,,,90.8
1789,597,2022,Good,67,,,87.0
1790,597,2023,Outstanding,92,,,90.9
1791,597,2024,Requires Improvement,50,,,85.5
1792,598,2022,Outstanding,99,,,93.0
1793,598,2023,Requires Improvement,61,,,85.7
1794,598,2024,Outstanding,91,,,93.9
1795,599,2022,Good,67,,,97.3
1796,599,2023,Good,80,,,90.8
1797,599,2024,Good,73,,,92.3
1798,600,2022,Outstanding,92,,,85.7
1799,600,2023,Good,68,,,91.5
1800,600,2024,Good,65,,,91.0
1801,601,2022,Good,70,,,90.4
1802,601,2023,Requires Improvement,48,,,96.1
1803,601,2024,Requires Improvement,51,,,91.8
1804,602,2022,Good,79,,,88.3
1805,602,2023,Good,83,,,87.7
1806,602,2024,Outstanding,95,,,85.5
1807,603,2022,Good,76,,,98.7
1808,603,2023,Good,82,,,89.6
1809,603,2024,Good,68,,,88.9
1810,604,2022,Good,76,,,98.1
1811,604,2023,Outstanding,98,,,86.5
1812,604,2024,Inadequate,41,,,87.6
1813,605,2022,Outstanding,98,,,92.5
1814,605,2023,Good,82,,,96.9
1815,605,2024,Good,69,,,87.1
1816,606,2022,Outstanding,88,,,89.4
1817,606,2023,Good,67,,,90.9
1818,606,2024,Requires Improvement,50,,,85.5
1819,607,2022,Requires Improvement,58,,,96.8
1820,607,2023,Outstanding,88,,,86.6
1821,607,2024,Good,66,,,88.5
1822,608,2022,Good,65,,,91.9
1823,608,2023,Good,81,,,89.6
1824,608,2024,Good,84,,,92.8
1825,609,2022,Outstanding,91,,,89.1
1826,609,2023,Good,79,,,90.2
1827,609,2024,Requires Improvement,51,,,89.9
1828,610,2022,Requires Improvement,48,,,89.3
1829,610,2023,Outstanding,92,,,86.6
1830,610,2024,Requires Improvement,45,,,96.3
1831,611,2022,Good,73,,,96.0
1832,611,2023,Outstanding,94,,,91.1
1833,611,2024,Good,84,,,93.5
1834,612,2022,Good,65,,,86.3
1835,612,2023,Good,73,,,98.0
1836,612,2024,Outstanding,90,,,86.9
1837,613,2022,Requires Improvement,62,,,91.1
1838,613,2023,Outstanding,92,,,93.3
1839,613,2024,Outstanding,87,,,91.6
1840,614,2022,Good,66,,,89.1
1841,614,2023,Good,73,,,89.9
1842,614,2024,Good,71,,,98.1
1843,615,2022,Good,74,,,86.8
1844,615,2023,Good,80,,,95.8
1845,615,2024,Outstanding,96,,,94.3
1846,616,2022,Requires Improvement,63,,,90.9
1847,616,2023,Good,80,,,86.9
1848,616,2024,Good,74,,,93.4
1849,617,2022,Requires Improvement,57,,,95.5
1850,617,2023,Outstanding,92,,,91.9
1851,617,2024,Good,73,,,97.4
1852,618,2022,Good,74,,,95.8
1853,618,2023,Good,67,,,87.3
1854,618,2024,Good,81,,,93.3
1855,619,2022,Requires Improvement,45,,,96.0
1856,619,2023,Good,81,,,91.4
1857,619,2024,Requires Improvement,54,,,95.6
1858,620,2022,Good,71,,,91.6
1859,620,2023,Inadequate,23,,,95.8
1860,620,2024,Requires Improvement,57,,,98.8
1861,621,2022,Good,84,,,89.0
1862,621,2023,Outstanding,89,,,98.7
1863,621,2024,Requires Improvement,52,,,85.7
1864,622,2022,Good,77,,,86.0
1865,622,2023,Outstanding,94,,,91.6
1866,622,2024,Good,74,,,98.1
1867,623,2022,Good,75,,,89.7
1868,623,2023,Good,73,,,85.4
1869,623,2024,Good,68,,,92.4
1870,624,2022,Outstanding,100,,,85.0
1871,624,2023,Good,68,,,87.7
1872,624,2024,Outstanding,97,,,85.8
1873,625,2022,Good,74,,,88.6
1874,625,2023,Good,68,,,94.7
1875,625,2024,Good,69,,,86.2
1876,626,2022,Good,77,,,96.9
1877,626,2023,Good,72,,,92.8
1878,626,2024,Requires Improvement,55,,,93.5
1879,627,2022,Good,67,,,90.0
1880,627,2023,Good,78,,,85.2
1881,627,2024,Outstanding,85,,,97.5
1882,628,2022,Good,80,,,88.2
1883,628,2023,Good,74,,,92.7
1884,628,2024,Good,68,,,93.8
1885,629,2022,Good,80,,,85.4
1886,629,2023,Good,74,,,88.7
1887,629,2024,Good,73,,,92.5
1888,630,2022,Good,80,,,94.0
1889,630,2023,Good,77,,,87.6
1890,630,2024,Good,72,,,86.3
1891,631,2022,Good,73,,,85.4
1892,631,2023,Requires Improvement,52,,,94.2
1893,631,2024,Good,66,,,90.7
1894,632,2022,Good,83,,,91.9
1895,632,2023,Good,81,,,92.1
1896,632,2024,Requires Improvement,64,,,91.4
1897,633,2022,Requires Improvement,52,,,92.7
1898,633,2023,Good,73,,,98.3
1899,633,2024,Good,73,,,92.4
1900,634,2022,Good,70,,,85.9
1901,634,2023,Good,80,,,91.5
1902,634,2024,Outstanding,86,,,85.6
1903,635,2022,Good,69,,,96.2
1904,635,2023,Requires Improvement,51,,,96.0
1905,635,2024,Good,71,,,98.0
1906,636,2022,Good,79,,,93.1
1907,636,2023,Good,74,,,93.1
1908,636,2024,Good,74,,,86.8
1909,637,2022,Good,81,,,91.3
1910,637,2023,Outstanding,89,,,91.1
1911,637,2024,Good,65,,,97.8
1912,638,2022,Good,78,,,85.7
1913,638,2023,Good,70,,,89.8
1914,638,2024,Good,84,,,92.7
1915,639,2022,Good,69,,,87.7
1916,639,2023,Good,74,,,92.6
1917,639,2024,Outstanding,91,,,87.5
1918,640,2022,Outstanding,86,,,92.1
1919,640,2023,Good,78,,,98.2
1920,640,2024,Good,82,,,86.1
1921,641,2022,Good,68,,,93.4
1922,641,2023,Outstanding,92,,,85.5
1923,641,2024,Good,84,,,97.5
1924,642,2022,Good,79,,,85.4
1925,642,2023,Outstanding,100,,,85.0
1926,642,2024,Good,80,,,98.4
1927,643,2022,Good,73,,,86.0
1928,643,2023,Good,69,,,85.7
1929,643,2024,Good,74,,,95.4
1930,644,2022,Requires Improvement,45,,,86.3
1931,644,2023,Good,66,,,96.2
1932,644,2024,Outstanding,92,,,89.9
1933,645,2022,Good,65,,,85.1
1934,645,2023,Good,80,,,98.5
1935,645,2024,Outstanding,99,,,87.6
1936,646,2022,Good,84,,,92.6
1937,646,2023,Requires Improvement,52,,,97.4
1938,646,2024,Good,83,,,93.7
1939,647,2022,Good,79,,,87.9
1940,647,2023,Good,74,,,92.9
1941,647,2024,Inadequate,41,,,96.2
1942,648,2022,Good,72,,,95.7
1943,648,2023,Outstanding,89,,,88.4
1944,648,2024,Good,74,,,90.5
1945,649,2022,Good,65,,,96.2
1946,649,2023,Good,71,,,92.2
1947,649,2024,Good,73,,,95.4
1948,650,2022,Good,66,,,92.6
1949,650,2023,Requires Improvement,48,,,95.2
1950,650,2024,Good,81,,,96.8
1951,651,2022,Outstanding,93,,,90.0
1952,651,2023,Good,75,,,88.4
1953,651,2024,Outstanding,91,,,87.3
1954,652,2022,Outstanding,95,,,92.5
1955,652,2023,Good,84,,,91.7
1956,652,2024,Good,76,,,88.4
1957,653,2022,Good,72,,,93.4
1958,653,2023,Good,81,,,97.3
1959,653,2024,Good,80,,,94.1
1960,654,2022,Outstanding,94,,,86.7
1961,654,2023,Good,73,,,93.3
1962,654,2024,Good,69,,,89.2
1963,655,2022,Requires Improvement,54,,,88.4
1964,655,2023,Good,65,,,91.3
1965,655,2024,Good,66,,,92.5
1966,656,2022,Good,68,,,90.2
1967,656,2023,Good,84,,,89.2
1968,656,2024,Good,82,,,88.1
1969,657,2022,Good,83,,,98.8
1970,657,2023,Inadequate,21,,,92.8
1971,657,2024,Outstanding,95,,,86.0
1972,658,2022,Good,69,,,85.4
1973,658,2023,Outstanding,85,,,98.3
1974,658,2024,Good,80,,,96.7
1975,659,2022,Good,81,,,90.2
1976,659,2023,Good,66,,,87.2
1977,659,2024,Outstanding,86,,,93.0
1978,660,2022,Good,72,,,93.6
1979,660,2023,Outstanding,94,,,90.6
1980,660,2024,Good,66,,,96.7
1981,661,2022,Outstanding,97,,,85.5
1982,661,2023,Good,71,,,97.7
1983,661,2024,Requires Improvement,49,,,89.5
1984,662,2022,Requires Improvement,62,,,85.0
1985,662,2023,Good,84,,,97.1
1986,662,2024,Outstanding,100,,,87.8
1987,663,2022,Good,70,,,91.7
1988,663,2023,Requires Improvement,58,,,98.8
1989,663,2024,Good,80,,,90.4
1990,664,2022,Good,74,,,87.3
1991,664,2023,Inadequate,36,,,88.7
1992,664,2024,Good,68,,,88.6
1993,665,2022,Good,65,,,88.1
1994,665,2023,Good,82,,,97.1
1995,665,2024,Good,69,,,88.9
1996,666,2022,Outstanding,86,,,94.2
1997,666,2023,Requires Improvement,47,,,88.2
1998,666,2024,Good,81,,,92.8
1999,667,2022,Good,83,,,93.2
2000,667,2023,Good,79,,,96.6
2001,667,2024,Good,72,,,94.2
2002,668,2022,Good,78,,,97.5
2003,668,2023,Good,79,,,91.0
2004,668,2024,Requires Improvement,59,,,88.2
2005,669,2022,Requires Improvement,48,,,85.8
2006,669,2023,Requires Improvement,47,,,94.4
2007,669,2024,Good,66,,,94.0
2008,670,2022,Good,70,,,89.5
2009,670,2023,Requires Improvement,45,,,93.9
2010,670,2024,Good,73,,,88.9
2011,671,2022,Good,67,,,97.4
2012,671,2023,Good,78,,,89.9
2013,671,2024,Good,68,,,87.5
2014,672,2022,Outstanding,88,,,98.4
2015,672,2023,Good,82,,,89.7
2016,672,2024,Good,69,,,88.5
2017,673,2022,Outstanding,100,,,92.8
2018,673,2023,Good,68,,,94.3
2019,673,2024,Good,71,,,98.6
2020,674,2022,Requires Improvement,56,,,95.3
2021,674,2023,Outstanding,92,,,88.4
2022,674,2024,Good,69,,,86.1
2023,675,2022,Inadequate,27,,,98.4
2024,675,2023,Good,72,,,91.9
2025,675,2024,Good,72,,,94.2
2026,676,2022,Good,78,,,90.2
2027,676,2023,Good,69,,,93.8
2028,676,2024,Good,78,,,85.6
2029,677,2022,Outstanding,95,,,94.8
2030,677,2023,Good,78,,,89.7
2031,677,2024,Good,81,,,96.8
2032,678,2022,Good,65,,,96.7
2033,678,2023,Outstanding,91,,,89.0
2034,678,2024,Requires Improvement,64,,,98.8
2035,679,2022,Good,75,,,85.5
2036,679,2023,Good,82,,,92.3
2037,679,2024,Requires Improvement,49,,,85.2
2038,680,2022,Good,78,,,98.9
2039,680,2023,Good,69,,,85.9
2040,680,2024,Good,68,,,98.0
2041,681,2022,Inadequate,28,,,90.1
2042,681,2023,Good,68,,,90.3
2043,681,2024,Good,65,,,92.6
2044,682,2022,Good,78,,,99.0
2045,682,2023,Good,83,,,95.0
2046,682,2024,Good,80,,,96.6
2047,683,2022,Good,73,,,89.4
2048,683,2023,Good,81,,,90.8
2049,683,2024,Outstanding,85,,,95.7
2050,684,2022,Requires Improvement,45,,,92.7
2051,684,2023,Inadequate,43,,,90.7
2052,684,2024,Good,72,,,92.6
2053,685,2022,Requires Improvement,47,,,93.8
2054,685,2023,Outstanding,89,,,90.5
2055,685,2024,Good,82,,,91.3
2056,686,2022,Good,77,,,98.9
2057,686,2023,Outstanding,99,,,91.2
2058,686,2024,Good,79,,,94.8
2059,687,2022,Good,84,,,86.7
2060,687,2023,Good,78,,,95.6
2061,687,2024,Outstanding,90,,,93.6
2062,688,2022,Good,71,,,93.4
2063,688,2023,Good,69,,,96.4
2064,688,2024,Good,77,,,94.6
2065,689,2022,Outstanding,88,,,92.4
2066,689,2023,Outstanding,93,,,91.8
2067,689,2024,Requires Improvement,61,,,89.1
2068,690,2022,Good,72,,,93.9
2069,690,2023,Good,71,,,93.9
2070,690,2024,Good,76,,,86.0
2071,691,2022,Good,66,,,90.7
2072,691,2023,Good,73,,,92.1
2073,691,2024,Outstanding,87,,,89.0
2074,692,2022,Good,65,,,98.5
2075,692,2023,Good,83,,,96.2
2076,692,2024,Good,79,,,97.8
2077,693,2022,Good,69,,,87.0
2078,693,2023,Outstanding,89,,,91.4
2079,693,2024,Outstanding,90,,,93.6
2080,694,2022,Good,79,,,91.0
2081,694,2023,Outstanding,98,,,93.7
2082,694,2024,Good,82,,,86.1
2083,695,2022,Good,73,,,95.2
2084,695,2023,Good,71,,,91.1
2085,695,2024,Requires Improvement,51,,,92.0
2086,696,2022,Good,84,,,89.5
2087,696,2023,Good,79,,,87.0
2088,696,2024,Outstanding,93,,,88.0
2089,697,2022,Good,68,,,92.5
2090,697,2023,Good,71,,,95.5
2091,697,2024,Good,71,,,89.0
2092,698,2022,Inadequate,30,,,90.6
2093,698,2023,Good,81,,,96.2
2094,698,2024,Outstanding,85,,,93.0
2095,699,2022,Good,65,,,92.0
2096,699,2023,Requires Improvement,57,,,95.3
2097,699,2024,Good,66,,,98.6
2098,700,2022,Good,77,,,91.5
2099,700,2023,Outstanding,95,,,90.3
2100,700,2024,Outstanding,85,,,91.1
2101,701,2022,Requires Improvement,47,,,85.7
2102,701,2023,Good,76,,,98.2
2103,701,2024,Good,84,,,85.1
2104,702,2022,Outstanding,94,,,95.0
2105,702,2023,Outstanding,98,,,91.9
2106,702,2024,Good,77,,,92.3
2107,703,2022,Good,71,,,90.7
2108,703,2023,Good,66,,,96.0
2109,703,2024,Good,83,,,86.7
2110,704,2022,Good,72,,,95.1
2111,704,2023,Good,82,,,87.8
2112,704,2024,Good,80,,,88.0
2113,705,2022,Good,82,,,98.6
2114,705,2023,Good,80,,,90.3
2115,705,2024,Good,77,,,98.2
2116,706,2022,Requires Improvement,60,,,94.3
